,X1,X2,X3,X4,Type,Issuer - Wind Sector,Y
62,0.002039,0.16078,0.03875,0.533475,CB,Industrials,0
63,0.001209,0.168752,0.041583,0.54838,CB,Industrials,0
64,0.001347,0.170172,0.044278,0.556298,CB,Industrials,0
65,0.351365,0.0417,0.020868,0.471279,CB,Industrials,0
66,0.363385,0.043992,0.018585,0.455819,CB,Industrials,0
67,0.31263,0.088403,0.027037,0.408794,CB,Real estate development (unanimous rating),0
68,0.277227,0.090526,0.030673,0.235665,CB,Real estate development (unanimous rating),0
69,0.283585,0.094283,0.029541,0.235446,CB,Real estate development (unanimous rating),0
70,0.304018,0.096996,0.031283,0.243593,CB,Real estate development (unanimous rating),0
71,0.08259,0.082424,0.035785,0.229811,CB,Financials,0
72,0.083679,0.089447,0.037764,0.23687,CB,Financials,0
73,-0.017599,0.094376,0.041198,0.252591,CB,Financials,0
74,0.495046,0.080726,0.007288,0.539061,CB,Industrials,0
75,0.413649,0.012938,0.020044,0.3997,CB,Real estate development (unanimous rating),0
76,0.434809,0.014725,0.021874,0.409989,CB,Real estate development (unanimous rating),0
77,0.449703,0.014881,0.017613,0.421997,CB,Real estate development (unanimous rating),0
78,0.253954,0.057445,0.005938,0.976778,CB,Industrials,0
79,-0.145221,0.142828,0.025883,0.573051,CB,Industrials,0
80,-0.169283,0.012565,0.011683,0.486405,CB,Industrials,0
81,-0.140162,0.011987,0.011305,0.50422,CB,Industrials,0
82,0.165954,0.338007,0.114631,0.834652,CB,Materials,0
83,0.209338,0.365339,0.141901,0.957831,CB,Materials,0
84,0.249063,0.402872,0.159048,1.118812,CB,Materials,0
85,0.209658,0.423241,-0.052996,8.018611,CB,Health Care,0
86,0.184433,0.452199,0.022611,9.350263,CB,Health Care,0
87,0.165954,0.338007,0.114631,0.834652,CB,Materials,0
88,0.209338,0.365339,0.141901,0.957831,CB,Materials,0
89,0.249063,0.402872,0.159048,1.118812,CB,Materials,0
90,0.133265,0.328716,0.03951,1.541816,CB,Real estate development (unanimous rating),0
91,0.129011,0.334575,0.039689,1.599017,CB,Real estate development (unanimous rating),0
92,0.124164,0.3397,0.040718,1.581145,CB,Real estate development (unanimous rating),0
93,0.330448,0.04619,0.008601,0.562235,CB,Industrials,0
94,0.312389,0.047771,0.013364,0.554511,CB,Industrials,0
95,0.330944,0.050234,0.016684,0.568594,CB,Industrials,0
96,0.349576,0.130109,0.018192,0.360596,CB,Real estate development (unanimous rating),0
97,-0.005234,0.436074,0.052901,0.976168,CB,Industrials,0
98,0.015518,0.445225,0.051119,1.02111,CB,Industrials,0
99,0.08026,0.426981,0.048309,0.93803,CB,Industrials,0
100,-0.012051,0.115154,0.032208,0.266487,CB,Optional consumption,0
101,-0.061291,0.109427,0.026084,0.258044,CB,Optional consumption,0
102,0.682767,0.050108,0.036032,0.653473,CB,Industrials,0
103,0.650445,0.05276,0.039846,0.671924,CB,Industrials,0
104,0.009834,-0.039633,-0.01817,0.390662,CB,information technology,0
105,0.001868,-0.041977,-0.017131,0.387403,CB,information technology,0
106,0.001126,0.121363,0.057108,1.479407,CB,Financials,0
107,-0.01387,0.140027,0.061278,1.556685,CB,Financials,0
108,-0.005248,0.152937,0.054251,1.617428,CB,Financials,0
109,0.330679,0.100371,0.042624,0.271334,CB,Real estate development (unanimous rating),0
110,0.327367,0.100958,0.041138,0.28217,CB,Real estate development (unanimous rating),0
111,0.330858,0.095732,0.040093,0.283169,CB,Real estate development (unanimous rating),0
112,0.128324,0.001795,0.013107,1.056646,CB,public utility,0
113,0.162984,0.001826,0.010841,1.217083,CB,public utility,0
114,0.175011,0.004516,0.012593,1.207718,CB,public utility,0
115,0.304822,0.252845,0.055848,1.064194,CB,Materials,0
116,0.367491,0.040571,0.012301,0.749167,CB,Industrials,0
117,0.191185,0.047594,0.03188,0.443464,CB,Industrials,0
118,0.085521,0.16188,0.003592,0.407051,CB,Industrials,0
119,0.078209,0.156601,-0.002952,0.396783,CB,Industrials,0
120,0.082192,0.153465,-0.00582,0.387689,CB,Industrials,0
121,0.330679,0.100371,0.042624,0.271334,CB,Real estate development (unanimous rating),0
122,0.327367,0.100958,0.041138,0.28217,CB,Real estate development (unanimous rating),0
123,0.330858,0.095732,0.040093,0.283169,CB,Real estate development (unanimous rating),0
124,0.035292,0.021067,0.006708,0.45957,CB,Industrials,0
125,-0.088031,0.060304,0.060794,0.473309,CB,Materials,0
126,-0.055554,0.071855,0.082149,0.505096,CB,Materials,0
127,-0.020354,0.089856,0.099889,0.568878,CB,Materials,0
128,0.614888,0.03311,0.009704,0.533377,CB,Industrials,0
129,0.55709,0.032428,0.009987,0.523199,CB,Industrials,0
130,0.5616,0.031468,0.009711,0.563791,CB,Industrials,0
131,0.202956,0.11162,0.061417,0.643204,CB,Industrials,0
132,0.190503,0.112217,0.065131,0.666196,CB,Industrials,0
133,0.198555,0.116743,0.063021,0.686855,CB,Industrials,0
134,0.694536,0.075019,0.008115,0.548737,CB,Industrials,0
135,0.728937,0.072275,0.00974,0.516318,CB,Industrials,0
136,0.725303,0.068452,0.010728,0.48084,CB,Industrials,0
137,-0.054344,-0.236407,-0.019042,-0.003694,CB,Optional consumption,0
138,-0.065918,-0.235423,-0.009593,-0.010087,CB,Optional consumption,0
139,-0.029628,-0.254709,-0.015474,-0.023086,CB,Optional consumption,0
140,0.315096,0.145773,0.052007,0.319447,CB,Optional consumption,0
141,0.310124,0.134952,0.050051,0.310304,CB,Optional consumption,0
142,0.307682,0.139108,0.049144,0.322847,CB,Optional consumption,0
143,0.107264,0.049981,0.028461,0.777695,CB,Industrials,0
144,0.117362,0.049468,0.024794,0.760457,CB,Industrials,0
145,0.541574,0.038678,0.006154,0.497655,CB,Industrials,0
146,-0.012925,0.066465,0.036455,0.53147,CB,Industrials,0
147,-0.049021,0.063437,0.038087,0.523663,CB,Industrials,0
148,-0.171311,0.01698,-0.014856,0.414395,CB,Industrials,0
149,-0.181954,0.017213,-0.003375,0.437943,CB,Industrials,0
150,-0.194815,0.015195,-0.009315,0.435547,CB,Industrials,0
151,0.040254,0.015141,0.002254,0.901673,CB,Industrials,0
152,0.075249,0.013011,0.003656,0.900794,CB,Industrials,0
153,0.087625,0.01137,0.004225,0.908172,CB,Industrials,0
154,0.287886,0.067693,0.014323,0.346247,CB,Real estate development (unanimous rating),0
155,0.114146,0.174727,0.065041,0.424798,CB,Real estate development (unanimous rating),0
156,0.144802,0.185953,0.063155,0.477022,CB,Real estate development (unanimous rating),0
157,0.142213,0.187631,0.063512,0.495881,CB,Real estate development (unanimous rating),0
158,-0.093958,-0.192822,-0.019256,0.260428,CB,Industrials,1
159,0.242157,0.144045,0.054167,0.351431,CB,Real estate development (unanimous rating),0
160,0.345272,0.142656,0.030408,0.272757,CB,Real estate development (unanimous rating),0
161,0.462768,0.15155,0.05557,0.295375,CB,Real estate development (unanimous rating),0
162,0.367381,0.158279,0.014687,0.319533,CB,Real estate development (unanimous rating),0
163,0.359111,0.151215,0.014007,0.306418,CB,Real estate development (unanimous rating),0
164,-0.66472,-0.367788,-0.083667,0.073076,CB,Industrials,1
165,-0.00931,0.377454,0.052467,1.234012,CB,energy,0
166,-0.02194,0.380523,0.071299,1.222704,CB,energy,0
167,-0.024134,0.377464,0.060525,1.198131,CB,energy,0
168,0.080914,0.083839,0.049744,0.605969,CB,Materials,0
169,0.137293,0.090704,0.064321,0.60574,CB,Materials,0
170,-0.233698,0.095287,0.067848,0.629584,CB,Materials,0
171,-0.061751,-0.050586,0.028132,0.296337,CB,energy,0
172,-0.006756,-0.050167,0.030618,0.283448,CB,energy,0
173,0.072405,0.083219,0.038451,0.46349,CB,Industrials,0
174,0.090199,0.081993,0.039493,0.477773,CB,Industrials,0
175,0.124439,0.103349,0.043261,0.228952,CB,Real estate development (unanimous rating),0
176,0.128589,0.098416,0.039897,0.228565,CB,Real estate development (unanimous rating),0
177,0.122863,0.050907,0.013893,1.056544,CB,Industrials,0
178,0.172743,0.051036,0.013797,1.06144,CB,Industrials,0
179,0.159554,0.049982,0.012976,0.974912,CB,Industrials,0
180,-0.025015,0.011165,0.027652,0.330966,CB,public utility,0
181,-0.020328,0.010558,0.026564,0.311627,CB,public utility,0
182,-0.00321,0.009514,0.02569,0.333569,CB,public utility,0
183,0.2922,0.07597,0.017052,0.221598,CB,Real estate development (unanimous rating),1
184,0.237662,0.062972,-0.002539,0.20962,CB,Real estate development (unanimous rating),1
185,0.199003,0.05535,-0.013683,0.201073,CB,Real estate development (unanimous rating),1
186,-0.040005,0.01032,0.022978,0.337437,CB,Industrials,0
187,-0.066112,0.008922,0.017186,0.333559,CB,Industrials,0
188,0.160722,0.045775,0.025801,0.13923,CB,Real estate development (unanimous rating),0
189,0.002039,0.16078,0.03875,0.533475,CB,Industrials,0
190,0.001209,0.168752,0.041583,0.54838,CB,Industrials,0
191,0.001347,0.170172,0.044278,0.556298,CB,Industrials,0
192,-0.056143,0.183519,0.060772,0.647377,CB,public utility,0
193,-0.113534,0.187503,0.064916,0.65211,CB,public utility,0
194,-0.08042,0.184726,0.062409,0.672617,CB,public utility,0
195,0.361128,0.032066,0.024501,0.407517,CB,Financials,0
196,0.35837,0.032034,0.026586,0.39853,CB,Financials,0
197,0.383248,0.033119,0.026211,0.392287,CB,Financials,0
198,0.160722,0.045775,0.025801,0.13923,CB,Real estate development (unanimous rating),0
199,-0.056143,0.183519,0.060772,0.647377,CB,public utility,0
200,-0.113534,0.187503,0.064916,0.65211,CB,public utility,0
201,-0.08042,0.184726,0.062409,0.672617,CB,public utility,0
202,0.356078,0.103333,0.04887,0.280345,CB,Real estate development (unanimous rating),0
203,0.238535,0.10583,0.046864,0.283798,CB,Real estate development (unanimous rating),0
204,0.251849,0.109954,0.048292,0.289125,CB,Real estate development (unanimous rating),0
205,0.178542,0.000529,0.015721,0.246502,CB,Optional consumption,0
206,0.176613,0.00011,0.020467,0.254049,CB,Optional consumption,0
207,0.20247,-0.000124,0.015433,0.265008,CB,Optional consumption,0
208,0.549822,0.06854,0.008655,0.806412,CB,Industrials,0
209,0.622601,0.071012,0.011896,0.983278,CB,Industrials,0
210,0.645805,0.069374,0.009487,1.123552,CB,Industrials,0
211,0.010117,0.315753,0.048368,1.139703,CB,Materials,0
212,-0.000293,0.314761,0.051273,1.135198,CB,Materials,0
213,0.011743,0.31481,0.054746,1.172546,CB,Materials,0
214,0.317454,0.310453,0.032141,0.824109,CB,Real estate development (unanimous rating),0
215,0.323713,0.314943,0.034026,0.84487,CB,Real estate development (unanimous rating),0
216,0.323267,0.31519,0.035819,0.845256,CB,Real estate development (unanimous rating),0
217,0.111865,0.071409,0.048479,0.882035,CB,Optional consumption,0
218,0.151111,0.070132,0.0515,0.829531,CB,Optional consumption,0
219,0.176349,0.063246,0.053304,0.902957,CB,Optional consumption,0
220,0.281588,0.038558,0.026767,0.310673,CB,Industrials,0
221,0.26503,0.040246,0.033313,0.292709,CB,Industrials,0
222,0.322165,0.071537,0.015127,0.843147,CB,Industrials,0
223,0.3946,0.122752,0.034523,0.324131,CB,Real estate development (unanimous rating),0
224,0.397435,0.125453,0.029266,0.330565,CB,Real estate development (unanimous rating),0
225,0.788319,0.069153,0.015904,0.648997,CB,Industrials,0
226,0.175495,0.173244,0.037397,0.265165,CB,Real estate development (unanimous rating),0
227,0.72531,0.040692,0.002808,1.567079,CB,Industrials,0
228,-0.161655,0.021114,0.013193,0.516132,CB,public utility,0
229,-0.132684,0.019536,0.015024,0.507116,CB,public utility,0
230,0.601328,0.034627,0.004101,0.515423,CB,public utility,0
231,0.629625,0.033802,0.004239,0.495772,CB,public utility,0
232,0.638709,0.032712,0.00461,0.487507,CB,public utility,0
233,0.152405,0.361565,0.082025,1.665942,CB,Industrials,0
234,0.129877,0.361783,0.101682,1.582336,CB,Industrials,0
235,0.137265,0.375365,0.107581,1.65511,CB,Industrials,0
236,0.135208,0.374016,-0.008397,1.42976,CB,Industrials,0
237,0.122848,0.380609,-0.015188,1.381658,CB,Industrials,0
238,0.02436,0.410817,-0.043407,1.111975,CB,Industrials,0
239,NA,NA,0.072028,0.969902,CB,Industrials,0
240,0.253954,0.057445,0.005938,0.976778,CB,Industrials,0
241,0.087525,0.08465,0.028258,0.198262,CB,Real estate development (unanimous rating),0
242,0.135208,0.374016,-0.008397,1.42976,CB,Industrials,0
243,0.122848,0.380609,-0.015188,1.381658,CB,Industrials,0
244,0.02436,0.410817,-0.043407,1.111975,CB,Industrials,0
245,0.133349,0.057879,0.031168,0.16312,CB,Real estate development (unanimous rating),0
246,0.12186,0.052847,0.028654,0.162917,CB,Real estate development (unanimous rating),0
247,0.105582,0.059277,0.028144,0.175601,CB,Real estate development (unanimous rating),0
248,-0.054336,0.120528,0.034736,0.83318,CB,energy,0
249,-0.034596,0.134475,0.05664,0.885454,CB,energy,0
250,-0.023919,0.155071,0.096725,0.943064,CB,energy,0
251,-0.01969,0.333924,0.139034,1.31104,CB,Materials,0
252,0.01642,0.336598,0.129224,1.313825,CB,Materials,0
253,0.000642,0.339078,0.115352,1.324702,CB,Materials,0
254,-0.272914,-0.353073,0.025596,-0.046745,CB,Real estate development (unanimous rating),0
255,-0.285364,-0.366247,0.023374,-0.058008,CB,Real estate development (unanimous rating),0
256,-0.300834,-0.381792,0.023815,-0.071615,CB,Real estate development (unanimous rating),0
257,0.342308,0.061413,0.015852,0.343543,CB,Real estate development (unanimous rating),0
258,0.30581,0.067932,0.015873,0.363257,CB,Real estate development (unanimous rating),0
259,0.310071,0.066821,0.019267,0.350165,CB,Real estate development (unanimous rating),0
260,0.301762,0.132835,0.05633,0.450524,CB,Real estate development (unanimous rating),0
261,0.266788,0.130284,0.05096,0.449517,CB,Real estate development (unanimous rating),0
262,0.260565,0.126991,0.049276,0.450048,CB,Real estate development (unanimous rating),0
263,0.183688,0.191618,0.022591,0.511724,CB,Optional consumption,0
264,0.20049,0.208587,0.017536,0.592246,CB,Optional consumption,0
265,0.19629,0.196673,0.019669,0.538227,CB,Optional consumption,0
266,-0.171311,0.01698,-0.014856,0.414395,CB,Industrials,0
267,-0.181954,0.017213,-0.003375,0.437943,CB,Industrials,0
268,-0.194815,0.015195,-0.009315,0.435547,CB,Industrials,0
269,0.293163,0.043631,0.01933,0.432443,CB,Materials,0
270,0.27227,0.044619,0.022171,0.438771,CB,Materials,0
271,0.158719,0.068273,0.002252,0.197434,CB,Real estate development (unanimous rating),0
272,0.141673,0.066927,-0.008175,0.200431,CB,Real estate development (unanimous rating),0
273,0.295864,0.079051,0.012417,0.193296,CB,Real estate development (unanimous rating),0
274,0.338027,0.076279,0.01121,0.201265,CB,Real estate development (unanimous rating),0
275,0.229185,0.003926,0.018709,0.580731,CB,Industrials,0
276,0.238034,0.003039,0.020803,0.557062,CB,Industrials,0
277,-0.005772,0.022093,0.018619,0.175205,CB,Financials,0
278,-0.002243,0.026548,0.019738,0.182064,CB,Financials,0
279,-0.047948,0.03045,0.019662,0.180667,CB,Financials,0
280,0.317288,0.027863,0.00942,0.211344,CB,Real estate development (unanimous rating),0
281,0.230497,0.018268,0.003954,0.186224,CB,Real estate development (unanimous rating),0
282,0.301762,0.132835,0.05633,0.450524,CB,Real estate development (unanimous rating),0
283,0.266788,0.130284,0.05096,0.449517,CB,Real estate development (unanimous rating),0
284,0.260565,0.126991,0.049276,0.450048,CB,Real estate development (unanimous rating),0
285,0.553554,0.060101,0.019347,0.542807,CB,Industrials,0
286,0.794571,0.058355,0.008269,0.53526,CB,Industrials,0
287,0.771144,0.056673,0.007929,0.516574,CB,Industrials,0
288,0.77669,0.060671,0.008944,0.573376,CB,Industrials,0
289,0.487462,0.033183,0.008234,0.472611,CB,Industrials,0
290,0.486334,0.032445,0.007393,0.454026,CB,Industrials,0
291,0.495603,0.032303,0.005499,0.459313,CB,Industrials,0
292,0.255157,0.085236,0.042877,0.313637,CB,Real estate development (unanimous rating),0
293,0.402675,0.043952,0.012443,0.66969,CB,Industrials,0
294,0.404182,0.038998,0.007904,0.623854,CB,Industrials,0
295,0.23277,0.001984,-0.017751,0.202165,CB,Real estate development (unanimous rating),1
296,NA,NA,0.038538,NA,CB,Real estate development (unanimous rating),0
297,0.077644,0.121256,0.033731,0.395876,CB,Real estate development (unanimous rating),0
298,0.349785,0.002511,0.01309,0.270904,CB,Real estate development (unanimous rating),0
299,0.336479,-0.000916,0.007906,0.256261,CB,Real estate development (unanimous rating),0
300,0.328598,-0.00149,0.005961,0.255672,CB,Real estate development (unanimous rating),0
301,-0.571804,-0.009625,0.018028,0.184696,CB,Industrials,0
302,-0.547149,-0.005104,0.022534,0.180627,CB,Industrials,0
303,-0.496219,-0.001702,0.028345,0.178857,CB,Industrials,0
304,0.08259,0.082424,0.035785,0.229811,CB,Financials,0
305,0.083679,0.089447,0.037764,0.23687,CB,Financials,0
306,-0.017599,0.094376,0.041198,0.252591,CB,Financials,0
307,0.456877,0.0546,0.005759,0.401077,CB,information technology,0
308,0.458134,0.057463,0.011002,0.388539,CB,information technology,0
309,0.47913,0.058496,0.014113,0.389052,CB,information technology,0
310,-0.076534,0.404496,0.093893,1.684004,CB,Optional consumption,0
311,-0.06828,0.399847,0.09094,1.600381,CB,Optional consumption,0
312,0.345225,0.155723,0.027066,0.797818,CB,Financials,0
313,0.360216,0.160034,0.026086,0.809314,CB,Financials,0
314,0.21002,0.083835,-0.001888,0.177782,CB,Real estate development (unanimous rating),0
315,0.094398,-0.030633,0.033587,0.276526,CB,Industrials,0
316,0.174154,-0.030347,0.034083,0.252658,CB,Industrials,0
317,0.164783,-0.042509,0.035893,0.219571,CB,Industrials,0
318,0.910335,0.077646,0.007923,3.531331,CB,Industrials,0
319,0.910335,0.077646,0.007923,3.531331,CB,Industrials,0
320,0.531384,0.201556,0.016187,0.906733,CB,Industrials,0
321,0.524219,0.213548,0.016488,0.99491,CB,Industrials,0
322,0.564489,0.216412,0.017215,1.013023,CB,Industrials,0
323,0.006828,0.016244,0.0157,1.368729,CB,Industrials,0
324,0.055649,0.015344,0.01585,1.252995,CB,Industrials,0
325,0.044051,0.015882,0.015349,1.318531,CB,Industrials,0
326,0.165954,0.338007,0.114631,0.834652,CB,Materials,0
327,0.209338,0.365339,0.141901,0.957831,CB,Materials,0
328,0.249063,0.402872,0.159048,1.118812,CB,Materials,0
329,0.216634,0.041756,0.019615,0.194161,CB,Real estate development (unanimous rating),0
330,0.366368,0.00252,0.01799,0.217755,CB,Real estate development (unanimous rating),0
331,0.338867,0.00312,0.017576,0.209619,CB,Real estate development (unanimous rating),0
332,0.316792,0.002264,0.0171,0.195491,CB,Real estate development (unanimous rating),0
333,0.573975,0.052215,0.011829,0.820955,CB,Optional consumption,0
334,0.467168,0.211828,0.022864,2.305994,CB,Industrials,0
335,0.474697,0.21622,0.023279,2.381177,CB,Industrials,0
336,0.472004,0.217096,0.022471,2.281496,CB,Industrials,0
337,0.23389,0.080635,-0.008749,0.787913,CB,information technology,0
338,0.029415,0.104834,0.03233,0.350926,CB,Industrials,0
339,0.018419,0.102859,0.030543,0.345836,CB,Industrials,0
340,0.025093,0.104166,0.03012,0.344612,CB,Industrials,0
341,0.00133,0.134698,0.025251,0.37129,CB,Industrials,0
342,0.208247,0.030322,0.020715,0.423226,CB,Industrials,0
343,0.192152,0.032917,0.018366,0.405113,CB,Industrials,0
344,0.149315,0.033903,0.016299,0.365141,CB,Industrials,0
345,-0.09485,0.001883,-0.046661,0.138145,CB,Optional consumption,1
346,-0.169283,0.012565,0.011683,0.486405,CB,Industrials,0
347,-0.140162,0.011987,0.011305,0.50422,CB,Industrials,0
348,0.629344,0.021693,0.003289,0.969522,CB,Industrials,0
349,0.080914,0.083839,0.049744,0.605969,CB,Materials,0
350,0.137293,0.090704,0.064321,0.60574,CB,Materials,0
351,-0.233698,0.095287,0.067848,0.629584,CB,Materials,0
352,0.12328,0.045885,0.028555,0.462397,CB,public utility,0
353,0.10711,0.194293,0.021058,0.890559,CB,Consumer Staples,0
354,0.08623,0.194389,0.01901,0.883064,CB,Consumer Staples,0
355,0.352874,0.41472,0.088015,1.096062,CB,Materials,0
356,0.336378,0.370045,0.086323,0.884841,CB,Materials,0
357,0.325618,0.394404,0.079334,0.997608,CB,Materials,0
358,0.526754,0.035768,0.017213,1.064798,CB,Industrials,0
359,0.525273,0.040254,0.019249,1.087584,CB,Industrials,0
360,0.47617,0.038184,0.007821,1.024083,CB,Industrials,0
361,0.019474,0.052385,0.01771,0.19534,CB,Financials,0
362,0.107264,0.049981,0.028461,0.777695,CB,Industrials,0
363,0.117362,0.049468,0.024794,0.760457,CB,Industrials,0
364,0.352874,0.41472,0.088015,1.096062,CB,Materials,0
365,0.336378,0.370045,0.086323,0.884841,CB,Materials,0
366,0.325618,0.394404,0.079334,0.997608,CB,Materials,0
367,0.025875,-0.013407,0.018825,1.205097,CB,Optional consumption,0
368,0.005524,-0.013651,0.008284,1.226248,CB,Optional consumption,0
369,0.024168,-0.013418,0.0041,1.221068,CB,Optional consumption,0
370,-0.24899,-0.017615,0.029033,0.277851,CB,Industrials,0
371,-0.322612,-0.017772,0.035117,0.280803,CB,Industrials,0
372,0.539859,0.076089,0.00992,0.721627,CB,Industrials,0
373,0.570679,0.075993,0.011749,0.659228,CB,Industrials,0
374,0.592486,0.080002,0.00989,0.711824,CB,Industrials,0
375,-0.040005,0.01032,0.022978,0.337437,CB,Industrials,0
376,-0.066112,0.008922,0.017186,0.333559,CB,Industrials,0
377,-0.029654,-0.084769,-0.011327,0.615422,CB,Industrials,0
378,-0.039327,-0.086687,-0.0124,0.557759,CB,Industrials,0
379,-0.03484,-0.089675,-0.012583,0.566393,CB,Industrials,0
380,-0.110995,0.063285,0.046555,0.302424,CB,Industrials,0
381,0.072352,0.405297,0.059133,0.905073,CB,Optional consumption,0
382,0.286886,0.018109,0.008299,0.512604,CB,Industrials,0
383,0.281981,0.018592,0.004581,0.537384,CB,Industrials,0
384,-0.280651,-0.384351,-0.001068,-0.261763,CB,Real estate development (unanimous rating),0
385,-0.095643,0.154165,0.023845,0.806651,CB,Industrials,0
386,-0.056523,0.152417,0.025177,0.783633,CB,Industrials,0
387,-0.053131,0.144145,0.025036,0.729631,CB,Industrials,0
388,0.423553,0.053538,0.012016,0.591178,CB,Industrials,0
389,0.320109,0.054617,0.009772,0.570815,CB,Industrials,0
390,-0.081009,0.020724,-0.07713,0.667694,CB,Industrials,0
391,0.051572,0.018582,0.009717,0.62729,CB,Industrials,0
392,0.058205,0.023378,0.010676,0.5955,CB,Industrials,0
393,0.085521,0.16188,0.003592,0.407051,CB,Industrials,0
394,0.078209,0.156601,-0.002952,0.396783,CB,Industrials,0
395,0.082192,0.153465,-0.00582,0.387689,CB,Industrials,0
396,0.483052,0.057446,0.011072,0.737685,CB,Industrials,0
397,0.490325,0.058321,0.011214,0.724991,CB,Industrials,0
398,0.501677,0.057687,0.011886,0.6996,CB,Industrials,0
399,0.368016,0.03066,0.013272,0.785845,CB,Industrials,0
400,0.355851,0.029444,0.012547,0.740315,CB,Industrials,0
401,0.347841,0.030741,0.012689,0.763339,CB,Industrials,0
402,0.506745,0.102062,0.003856,0.362492,CB,Industrials,0
403,0.470514,0.105056,0.003648,0.377283,CB,Industrials,0
404,0.069693,0.050208,-0.035805,1.300845,CB,Optional consumption,0
405,0.097804,0.074377,0.002294,1.553181,CB,Optional consumption,0
406,0.068039,0.073976,0.034432,1.488936,CB,Optional consumption,0
407,0.062775,-0.02157,0.042048,0.197773,CB,Industrials,0
408,0.077978,-0.02219,0.044552,0.213232,CB,Industrials,0
